Data de apontamento,Horas apontadas,Código do colaborador,Card
2025-10-24,8,R9OU,108365
2025-10-25,2,R9OU,120567
2025-10-25,2,R9OU,107655
2025-10-25,7,R9OU,106945
2025-10-25,5,R9OU,123324
2025-10-26,2,R9OU,116344
2025-10-26,6,R9OU,116448
2025-10-27,3,R9OU,104928
2025-10-27,7,R9OU,105118
2025-10-28,6,R9OU,123074
2025-10-28,8,R9OU,102435
2025-10-28,7,R9OU,117875
2025-10-29,7,R9OU,123726
2025-10-29,6,R9OU,122480
2025-10-29,3,R9OU,118969
2025-10-29,4,R9OU,102874
2025-10-30,7,R9OU,118797
2025-10-30,8,R9OU,117759
2025-10-30,8,R9OU,110570
2025-10-30,4,R9OU,113182
2025-10-31,2,R9OU,100817
2025-10-31,7,R9OU,106718
2025-10-31,4,R9OU,122918
2025-10-31,2,R9OU,110204
2025-11-01,6,R9OU,112944
2025-11-01,1,R9OU,121235
2025-11-02,1,R9OU,105689
2025-11-02,6,R9OU,114990
2025-11-03,3,R9OU,114421
2025-11-03,2,R9OU,124153
2025-11-03,1,R9OU,104453
2025-11-03,6,R9OU,117777
2025-11-04,3,R9OU,122689
2025-11-04,5,R9OU,110345
2025-11-04,8,R9OU,119376
2025-11-05,7,R9OU,103620
2025-11-05,4,R9OU,107828
2025-11-06,4,R9OU,119164
2025-11-06,1,R9OU,101060
2025-11-07,2,R9OU,107057
2025-11-07,3,R9OU,118246
2025-11-08,1,R9OU,108402
2025-11-08,7,R9OU,112866
2025-11-08,6,R9OU,106999
2025-11-08,1,R9OU,113792
2025-11-09,2,R9OU,106208
2025-11-10,3,R9OU,115927
2025-11-10,1,R9OU,112646
2025-11-10,3,R9OU,120382
2025-11-10,6,R9OU,123211
2025-11-11,2,R9OU,110052
2025-11-11,4,R9OU,110238
2025-11-12,1,R9OU,112123
2025-11-13,3,R9OU,105516
2025-11-13,3,R9OU,102225
2025-11-13,8,R9OU,123852
2025-11-13,3,R9OU,118178
2025-11-14,8,R9OU,124387
2025-11-14,7,R9OU,101831
2025-11-14,6,R9OU,109870
2025-11-15,1,R9OU,110878
2025-11-15,5,R9OU,118293
2025-11-15,2,R9OU,107781
2025-11-15,3,R9OU,112500
2025-11-16,1,R9OU,116258
2025-11-17,3,R9OU,116731
2025-11-17,1,R9OU,121482
2025-11-18,7,R9OU,124651
2025-11-18,8,R9OU,111999
2025-11-18,5,R9OU,119217
2025-11-18,5,R9OU,112478
2025-11-19,7,R9OU,109487
2025-11-19,3,R9OU,117098
2025-11-20,2,R9OU,110559
2025-11-20,7,R9OU,118533
2025-11-20,3,R9OU,120395
2025-11-21,7,R9OU,107544
2025-11-21,1,R9OU,121368
2025-11-22,7,R9OU,119015
2025-11-22,3,R9OU,113749
2025-11-23,8,R9OU,113435
2025-11-24,6,R9OU,113743
2025-11-24,7,R9OU,117851
2025-11-24,7,R9OU,101885
2025-11-24,3,R9OU,102221
2025-11-25,6,R9OU,122058
2025-11-26,4,R9OU,112798
2025-11-26,5,R9OU,120233
2025-11-26,2,R9OU,112310
2025-11-26,2,R9OU,113395
2025-11-27,6,R9OU,108529
2025-11-28,1,R9OU,119794
2025-11-28,4,R9OU,104470
2025-11-28,5,R9OU,105959
2025-11-29,2,R9OU,102216
2025-11-29,2,R9OU,107272
2025-11-30,1,R9OU,117688
2025-11-30,5,R9OU,110820
2025-12-01,4,R9OU,114949
2025-12-01,1,R9OU,118376
2025-12-02,5,R9OU,108922
2025-12-02,2,R9OU,121040
2025-12-03,8,R9OU,123006
2025-12-04,1,R9OU,108212
2025-12-05,2,R9OU,108506
2025-12-05,5,R9OU,124415
2025-12-05,1,R9OU,121777
2025-12-06,5,R9OU,116978
2025-12-06,7,R9OU,123891
2025-12-06,4,R9OU,108599
2025-12-07,7,R9OU,123034
2025-12-07,6,R9OU,123300
2025-12-07,3,R9OU,103511
2025-12-08,6,R9OU,109066
2025-12-09,2,R9OU,110930
2025-12-09,3,R9OU,112667
2025-12-09,1,R9OU,100901
2025-12-09,7,R9OU,113108
2025-12-10,1,R9OU,110547
2025-12-10,5,R9OU,109094
2025-12-10,3,R9OU,120695
2025-12-10,3,R9OU,121614
2025-12-11,2,R9OU,117871
2025-12-11,2,R9OU,107616
2025-12-11,4,R9OU,124280
2025-12-11,4,R9OU,116395
2025-12-12,3,R9OU,115847
2025-12-12,6,R9OU,112397
2025-12-13,3,R9OU,113573
2025-12-13,6,R9OU,101741
2025-12-13,5,R9OU,111201
2025-12-13,6,R9OU,116150
2025-12-14,1,R9OU,117538
2025-12-14,7,R9OU,113060
2025-12-14,4,R9OU,105316
2025-12-14,4,R9OU,122739
2025-12-15,3,R9OU,109504
2025-12-16,2,R9OU,103186
2025-12-16,1,R9OU,117929
2025-12-16,3,R9OU,124333
2025-12-16,5,R9OU,117129
2025-12-17,8,R9OU,113936
2025-12-18,8,R9OU,107435
2025-12-19,3,R9OU,108725
2025-12-19,5,R9OU,114303
2025-12-19,3,R9OU,115884
2025-12-20,5,R9OU,104546
2025-12-21,6,R9OU,119125
2025-12-21,2,R9OU,119179
2025-12-21,2,R9OU,100013
2025-12-22,8,R9OU,124206
2025-12-22,5,R9OU,124477
2025-12-23,5,R9OU,119159
2025-12-23,8,R9OU,120127
2025-12-23,3,R9OU,113437
2025-12-23,2,R9OU,103507
2025-12-24,1,R9OU,118380
2025-12-24,6,R9OU,122335
2025-12-24,5,R9OU,111635
2025-12-24,7,R9OU,115827
2025-12-25,3,R9OU,112733
2025-12-25,8,R9OU,103074
2025-12-25,6,R9OU,119436
2025-12-25,6,R9OU,109244
2025-12-26,2,R9OU,122863
2025-12-26,7,R9OU,117952
2025-12-26,8,R9OU,108557
2025-12-27,1,R9OU,102634
2025-12-27,1,R9OU,123650
2025-12-27,4,R9OU,123196
2025-12-28,3,R9OU,102798
2025-12-29,5,R9OU,116685
2025-12-30,3,R9OU,107874
2025-12-30,7,R9OU,111646
2025-12-30,2,R9OU,124303
2025-12-30,4,R9OU,100426
2025-12-31,8,R9OU,107722
2025-12-31,2,R9OU,107070
2025-12-31,6,R9OU,116829
2025-12-31,8,R9OU,101635
2025-09-01,8,DOCU,118961
2025-09-01,2,DOCU,107444
2025-09-01,2,DOCU,116693
2025-09-01,3,DOCU,122967
2025-09-02,7,DOCU,123223
2025-09-03,4,DOCU,109067
2025-09-03,7,DOCU,103458
2025-09-03,6,DOCU,103401
2025-09-03,2,DOCU,119669
2025-09-04,6,DOCU,107965
2025-09-04,8,DOCU,117191
2025-09-04,4,DOCU,100580
2025-09-05,2,DOCU,123588
2025-09-05,5,DOCU,115110
2025-09-05,8,DOCU,102699
2025-09-05,1,DOCU,114010
2025-09-06,8,DOCU,116843
2025-09-06,3,DOCU,123316
2025-09-07,6,DOCU,108453
2025-09-07,1,DOCU,113988
2025-09-08,1,DOCU,102136
2025-09-08,6,DOCU,120312
2025-09-08,7,DOCU,110678
2025-09-08,8,DOCU,114794
2025-09-09,1,DOCU,109489
2025-09-09,4,DOCU,119506
2025-09-10,7,DOCU,113900
2025-09-11,5,DOCU,100903
2025-09-11,3,DOCU,106009
2025-09-11,2,DOCU,124041
2025-09-12,2,DOCU,113442
2025-09-12,5,DOCU,110993
2025-09-13,2,DOCU,103380
2025-09-13,5,DOCU,103088
2025-09-13,8,DOCU,111347
2025-09-13,7,DOCU,123969
2025-09-14,5,DOCU,120756
2025-09-14,3,DOCU,100763
2025-09-15,2,DOCU,122615
2025-09-16,6,DOCU,124618
2025-09-16,5,DOCU,122027
2025-09-16,3,DOCU,115988
2025-09-16,4,DOCU,100758
2025-09-17,7,DOCU,113057
2025-09-17,8,DOCU,112991
2025-09-17,8,DOCU,118503
2025-09-18,7,DOCU,102813
2025-09-18,6,DOCU,119741
2025-09-19,1,DOCU,122858
2025-09-19,4,DOCU,114573
2025-09-19,2,DOCU,118684
2025-09-19,3,DOCU,122427
2025-09-20,6,DOCU,108370
2025-09-20,1,DOCU,100328
2025-09-20,3,DOCU,121589
2025-09-21,3,DOCU,123314
2025-09-21,8,DOCU,100888
2025-09-21,6,DOCU,119429
2025-09-21,2,DOCU,108170
2025-09-22,5,DOCU,112032
2025-09-22,1,DOCU,112342
2025-09-22,8,DOCU,115936
2025-09-22,3,DOCU,103854
2025-09-23,2,DOCU,101933
2025-09-23,1,DOCU,107593
2025-09-23,4,DOCU,120101
2025-09-23,4,DOCU,109139
2025-09-24,3,DOCU,117633
2025-09-24,7,DOCU,105338
2025-09-24,4,DOCU,108459
2025-09-24,6,DOCU,105415
2025-09-25,4,DOCU,100574
2025-09-25,1,DOCU,111264
2025-09-26,6,DOCU,121508
2025-09-26,1,DOCU,104353
2025-09-26,5,DOCU,114669
2025-09-27,2,DOCU,100598
2025-09-27,8,DOCU,119110
2025-09-27,8,DOCU,115942
2025-09-28,7,DOCU,100835
2025-09-28,6,DOCU,102054
2025-09-28,6,DOCU,105897
2025-09-28,7,DOCU,118089
2025-09-29,2,DOCU,123976
2025-09-29,3,DOCU,104842
2025-09-29,8,DOCU,118068
2025-09-30,6,DOCU,115332
2025-09-30,3,DOCU,116744
2025-09-30,3,DOCU,105286
2025-09-30,7,DOCU,107520
2025-10-01,5,DOCU,116515
2025-10-01,7,DOCU,116166
2025-10-01,5,DOCU,120585
2025-10-01,2,DOCU,109256
2025-10-02,2,DOCU,113779
2025-10-03,1,DOCU,111151
2025-10-04,2,DOCU,120755
2025-10-04,8,DOCU,121925
2025-10-04,2,DOCU,102030
2025-10-04,8,DOCU,118912
2025-10-05,5,DOCU,115752
2025-10-06,4,DOCU,113844
2025-10-06,4,DOCU,120005
2025-10-06,8,DOCU,120791
2025-10-06,7,DOCU,113178
2025-10-07,4,DOCU,100262
2025-10-08,2,DOCU,105680
2025-10-08,6,DOCU,105076
2025-10-08,8,DOCU,101876
2025-10-08,7,DOCU,115305
2025-10-09,1,DOCU,117885
2025-10-09,6,DOCU,101405
2025-10-09,4,DOCU,121967
2025-10-09,5,DOCU,111996
2025-10-10,5,DOCU,115410
2025-10-10,5,DOCU,118867
2025-10-10,7,DOCU,117363
2025-10-11,1,DOCU,110641
2025-10-11,7,DOCU,105938
2025-10-12,1,DOCU,108905
2025-10-13,3,DOCU,115091
2025-10-14,6,DOCU,103614
2025-10-14,6,DOCU,114150
2025-10-14,3,DOCU,113593
2025-10-15,4,DOCU,105298
2025-10-15,7,DOCU,109907
2025-10-15,4,DOCU,100880
2025-10-15,7,DOCU,102351
2025-10-16,7,DOCU,118237
2025-10-17,7,DOCU,102529
2025-10-17,3,DOCU,122207
2025-10-18,6,DOCU,113691
2025-10-18,3,DOCU,103443
2025-10-18,7,DOCU,115955
2025-10-18,4,DOCU,120302
2025-10-19,3,DOCU,119079
2025-10-20,7,DOCU,116652
2025-10-21,3,DOCU,107332
2025-10-21,6,DOCU,114961
2025-10-21,4,DOCU,106961
2025-10-22,2,DOCU,106729
2025-10-23,7,DOCU,120370
2025-10-24,3,DOCU,101591
2025-10-25,2,DOCU,119432
2025-10-26,1,DOCU,110154
2025-10-26,3,DOCU,119693
2025-10-26,8,DOCU,104405
2025-10-26,6,DOCU,102267
2025-10-27,4,DOCU,114218
2025-10-27,4,DOCU,119071
2025-10-28,4,DOCU,116662
2025-10-28,4,DOCU,107549
2025-10-28,7,DOCU,110928
2025-10-29,1,DOCU,112465
2025-10-29,5,DOCU,104034
2025-10-29,2,DOCU,111970
2025-10-30,1,DOCU,103183
2025-10-30,2,DOCU,104207
2025-10-31,8,DOCU,124345
2025-11-01,2,DOCU,105379
2025-11-02,5,DOCU,123706
2025-11-02,5,DOCU,108998
2025-11-03,2,DOCU,100447
2025-11-03,2,DOCU,106825
2025-11-04,6,DOCU,116806
2025-11-04,4,DOCU,105727
2025-11-04,7,DOCU,112619
2025-11-04,2,DOCU,120997
2025-11-05,1,DOCU,112678
2025-11-05,7,DOCU,108474
2025-11-05,2,DOCU,118297
2025-11-05,8,DOCU,103288
2025-11-06,4,DOCU,106385
2025-11-07,7,DOCU,102464
2025-11-07,6,DOCU,111954
2025-11-07,8,DOCU,114066
2025-11-07,3,DOCU,124907
2025-11-08,5,DOCU,105986
2025-11-08,1,DOCU,108083
2025-11-09,1,DOCU,117289
2025-11-09,2,DOCU,103437
2025-11-10,6,DOCU,118278
2025-11-10,8,DOCU,104529
2025-11-10,1,DOCU,116399
2025-11-11,5,DOCU,108682
2025-11-11,2,DOCU,104751
2025-11-12,1,DOCU,107953
2025-11-12,1,DOCU,109890
2025-11-13,4,DOCU,113693
2025-11-13,6,DOCU,117437
2025-11-14,4,DOCU,118034
2025-11-15,6,DOCU,103195
2025-11-16,4,DOCU,122272
2025-11-16,2,DOCU,112801
2025-11-17,5,DOCU,106189
2025-11-17,5,DOCU,101438
2025-11-18,4,DOCU,116827
2025-11-18,2,DOCU,115503
2025-11-18,6,DOCU,123385
2025-11-18,5,DOCU,101919
2025-11-19,8,DOCU,108059
2025-11-19,7,DOCU,119988
2025-11-19,7,DOCU,114411
2025-11-19,4,DOCU,111091
2025-11-20,3,DOCU,101096
2025-11-20,4,DOCU,105680
2025-11-20,5,DOCU,105621
2025-11-21,2,DOCU,107203
2025-11-21,5,DOCU,108445
2025-11-21,3,DOCU,101576
2025-11-21,4,DOCU,102347
2025-11-22,7,DOCU,103548
2025-11-22,8,DOCU,120662
2025-11-22,7,DOCU,117166
2025-11-22,5,DOCU,115645
2025-11-23,2,DOCU,117272
2025-11-23,7,DOCU,103586
2025-11-23,7,DOCU,102604
2025-11-24,6,DOCU,109689
2025-11-24,6,DOCU,106679
2025-11-25,8,DOCU,115911
2025-11-26,1,DOCU,113723
2025-11-26,5,DOCU,105805
2025-11-27,5,DOCU,107270
2025-11-27,6,DOCU,117652
2025-11-27,7,DOCU,106691
2025-11-27,1,DOCU,114328
2025-11-28,3,DOCU,122607
2025-11-29,7,DOCU,122499
2025-11-29,3,DOCU,105142
2025-11-29,6,DOCU,109911
2025-11-30,2,DOCU,103930
2025-11-30,4,DOCU,114593
2025-12-01,6,DOCU,101583
2025-12-01,3,DOCU,107054
2025-12-01,6,DOCU,110161
2025-12-02,1,DOCU,116360
2025-12-03,1,DOCU,113823
2025-12-03,6,DOCU,102326
2025-12-03,4,DOCU,102964
2025-12-04,6,DOCU,101049
2025-12-04,4,DOCU,113668
2025-12-04,2,DOCU,101507
2025-12-04,7,DOCU,102420
2025-12-05,4,DOCU,123548
2025-12-05,4,DOCU,115109
2025-12-05,2,DOCU,120509
2025-12-06,2,DOCU,107161
2025-12-06,7,DOCU,107640
2025-12-06,7,DOCU,109569
2025-12-07,6,DOCU,109106
2025-12-07,4,DOCU,100629
2025-12-07,4,DOCU,107772
2025-12-08,8,DOCU,116650
2025-12-09,1,DOCU,120032
2025-12-09,5,DOCU,105614
2025-12-09,7,DOCU,104862
2025-12-09,2,DOCU,107498
2025-12-10,8,DOCU,107307
2025-12-11,6,DOCU,118718
2025-12-11,7,DOCU,120873
2025-12-12,1,DOCU,109714
2025-12-12,5,DOCU,109205
2025-12-13,1,DOCU,112906
2025-12-14,5,DOCU,112619
2025-12-14,3,DOCU,104508
2025-12-14,7,DOCU,111255
2025-12-14,1,DOCU,111431
2025-12-15,6,DOCU,121192
2025-12-16,2,DOCU,117427
2025-12-17,2,DOCU,106003
2025-12-17,7,DOCU,113096
2025-12-17,5,DOCU,114228
2025-12-17,5,DOCU,124161
2025-12-18,6,DOCU,121294
2025-12-18,7,DOCU,104748
2025-12-18,2,DOCU,108977
2025-12-19,8,DOCU,118192
2025-12-19,1,DOCU,115776
2025-12-19,7,DOCU,116959
2025-12-20,8,DOCU,124518
2025-12-20,8,DOCU,113543
2025-12-20,2,DOCU,122777
2025-12-21,2,DOCU,110921
2025-12-21,1,DOCU,100883
2025-12-21,4,DOCU,101431
2025-12-22,1,DOCU,113252
2025-12-23,2,DOCU,106844
2025-12-23,6,DOCU,101893
2025-12-24,4,DOCU,119654
2025-12-24,3,DOCU,108088
2025-12-24,2,DOCU,110610
2025-12-24,4,DOCU,101686
2025-12-25,1,DOCU,110106
2025-12-25,1,DOCU,122056
2025-12-25,5,DOCU,107418
2025-12-26,2,DOCU,108602
2025-12-27,5,DOCU,117196
2025-12-28,5,DOCU,103557
2025-12-29,7,DOCU,110200
2025-12-29,5,DOCU,110059
2025-12-29,3,DOCU,121968
2025-12-30,8,DOCU,103541
2025-12-30,2,DOCU,101223
2025-12-31,6,DOCU,122009
2025-12-31,3,DOCU,120266
2025-08-01,8,ZREN,106085
2025-08-01,2,ZREN,104109
2025-08-01,4,ZREN,123599
2025-08-01,8,ZREN,110473
2025-08-02,5,ZREN,107161
2025-08-02,6,ZREN,104444
2025-08-02,8,ZREN,118664
2025-08-02,4,ZREN,115603
2025-08-03,5,ZREN,118745
2025-08-04,2,ZREN,113355
2025-08-04,6,ZREN,124885
2025-08-04,4,ZREN,113458
2025-08-05,2,ZREN,109389
2025-08-05,2,ZREN,103305
2025-08-06,1,ZREN,112774
2025-08-06,4,ZREN,107603
2025-08-06,1,ZREN,106527
2025-08-06,4,ZREN,114419
2025-08-07,7,ZREN,100005
2025-08-07,4,ZREN,122384
2025-08-07,8,ZREN,114629
2025-08-07,2,ZREN,123082
2025-08-08,4,ZREN,104053
2025-08-08,6,ZREN,101205
2025-08-08,5,ZREN,119997
2025-08-09,3,ZREN,118578
2025-08-09,2,ZREN,122882
2025-08-09,3,ZREN,100779
2025-08-09,4,ZREN,112561
2025-08-10,7,ZREN,110106
2025-08-10,8,ZREN,101400
2025-08-10,4,ZREN,113781
2025-08-11,4,ZREN,113155
2025-08-11,2,ZREN,124403
2025-08-11,5,ZREN,111839
2025-08-11,7,ZREN,101987
2025-08-12,5,ZREN,104239
2025-08-12,2,ZREN,104990
2025-08-13,8,ZREN,115041
2025-08-13,2,ZREN,102394
2025-08-14,4,ZREN,123751
2025-08-15,8,ZREN,120402
2025-08-16,5,ZREN,118489
2025-08-16,1,ZREN,118107
2025-08-17,8,ZREN,101727
2025-08-17,6,ZREN,115559
2025-08-17,5,ZREN,120776
2025-08-17,2,ZREN,111573
2025-08-18,6,ZREN,116442
2025-08-19,4,ZREN,121159
2025-08-19,3,ZREN,118711
2025-08-19,7,ZREN,118150
2025-08-19,7,ZREN,102331
2025-08-20,1,ZREN,105692
2025-08-20,8,ZREN,112352
2025-08-20,5,ZREN,107235
2025-08-21,2,ZREN,111023
2025-08-21,1,ZREN,107847
2025-08-21,7,ZREN,118848
2025-08-22,4,ZREN,104293
2025-08-22,5,ZREN,116284
2025-08-22,4,ZREN,119393
2025-08-22,7,ZREN,102963
2025-08-23,5,ZREN,105239
2025-08-23,8,ZREN,107415
2025-08-24,2,ZREN,116112
2025-08-24,1,ZREN,117921
2025-08-24,4,ZREN,118187
2025-08-24,2,ZREN,118097
2025-08-25,2,ZREN,102110
2025-08-25,1,ZREN,122338
2025-08-26,5,ZREN,124663
2025-08-27,2,ZREN,109029
2025-08-27,2,ZREN,121058
2025-08-28,4,ZREN,106440
2025-08-28,7,ZREN,109508
2025-08-28,7,ZREN,101406
2025-08-29,2,ZREN,111543
2025-08-29,4,ZREN,118276
2025-08-29,5,ZREN,119019
2025-08-29,8,ZREN,124440
2025-08-30,3,ZREN,109426
2025-08-30,4,ZREN,103931
2025-08-31,5,ZREN,108734
2025-08-31,5,ZREN,116536
2025-08-31,1,ZREN,106478
2025-09-01,3,ZREN,102934
2025-09-02,5,ZREN,124465
2025-09-02,4,ZREN,115813
2025-09-02,3,ZREN,124362
2025-09-02,6,ZREN,111054
2025-09-03,3,ZREN,110251
2025-09-04,6,ZREN,109451
2025-09-04,8,ZREN,109802
2025-09-05,1,ZREN,110325
2025-09-05,8,ZREN,110858
2025-09-06,6,ZREN,115361
2025-09-06,1,ZREN,113720
2025-09-06,3,ZREN,113757
2025-09-06,5,ZREN,116125
2025-09-07,3,ZREN,116288
2025-09-08,6,ZREN,102318
2025-09-09,1,ZREN,116299
2025-09-09,8,ZREN,119016
2025-09-09,4,ZREN,114033
2025-09-09,8,ZREN,101185
2025-09-10,1,ZREN,100015
2025-09-11,5,ZREN,117782
2025-09-12,3,ZREN,106430
2025-09-12,3,ZREN,108226
2025-09-13,2,ZREN,115983
2025-09-14,6,ZREN,121598
2025-09-14,8,ZREN,111989
2025-09-14,8,ZREN,122013
2025-09-15,5,ZREN,112022
2025-09-15,8,ZREN,116856
2025-09-15,5,ZREN,100224
2025-09-16,8,ZREN,118137
2025-09-16,1,ZREN,101284
2025-09-16,6,ZREN,106858
2025-09-17,6,ZREN,112195
2025-09-17,8,ZREN,109099
2025-09-17,2,ZREN,113369
2025-09-18,1,ZREN,112679
2025-09-18,3,ZREN,120625
2025-09-18,7,ZREN,116903
2025-09-19,3,ZREN,116063
2025-09-19,6,ZREN,124375
2025-09-20,1,ZREN,116386
2025-09-20,4,ZREN,101871
2025-09-20,7,ZREN,103400
2025-09-20,6,ZREN,100665
2025-09-21,2,ZREN,113162
2025-09-21,4,ZREN,114526
2025-09-22,2,ZREN,101237
2025-09-22,5,ZREN,102135
2025-09-22,8,ZREN,108830
2025-09-22,3,ZREN,108088
2025-09-23,6,ZREN,117671
2025-09-23,6,ZREN,117816
2025-09-23,7,ZREN,111305
2025-09-24,5,ZREN,124078
2025-09-24,5,ZREN,108415
2025-09-24,4,ZREN,101245
2025-09-24,1,ZREN,118654
2025-09-25,2,ZREN,113765
2025-09-25,7,ZREN,109712
2025-09-25,8,ZREN,105286
2025-09-26,5,ZREN,104483
2025-09-26,2,ZREN,111534
2025-09-26,1,ZREN,113074
2025-09-27,3,ZREN,118898
2025-09-27,8,ZREN,102206
2025-09-27,3,ZREN,116377
2025-09-27,5,ZREN,103953
2025-09-28,5,ZREN,120195
2025-09-28,8,ZREN,103849
2025-09-29,2,ZREN,111017
2025-09-29,5,ZREN,121062
2025-09-29,1,ZREN,109173
2025-09-30,1,ZREN,122506
2025-09-30,4,ZREN,119186
2025-09-30,5,ZREN,119543
2025-09-30,2,ZREN,101048
2025-10-01,8,ZREN,114281
2025-10-02,1,ZREN,121977
2025-10-02,7,ZREN,115323
2025-10-02,6,ZREN,117104
2025-10-03,1,ZREN,102673
2025-10-04,3,ZREN,116729
2025-10-04,6,ZREN,124212
2025-10-04,5,ZREN,106401
2025-10-05,2,ZREN,100226
2025-10-05,5,ZREN,103102
2025-10-06,4,ZREN,119372
2025-10-06,7,ZREN,109835
2025-10-07,5,ZREN,124799
2025-10-08,1,ZREN,122885
2025-10-08,8,ZREN,112525
2025-10-09,4,ZREN,106877
2025-10-09,7,ZREN,100136
2025-10-09,7,ZREN,107103
2025-10-10,2,ZREN,106855
2025-10-10,5,ZREN,112432
2025-10-10,5,ZREN,112695
2025-10-10,5,ZREN,121381
2025-10-11,7,ZREN,103385
2025-10-11,6,ZREN,119927
2025-10-12,4,ZREN,119530
2025-10-12,5,ZREN,120339
2025-10-13,7,ZREN,108940
2025-10-13,4,ZREN,121942
2025-10-14,5,ZREN,121645
2025-10-14,2,ZREN,112470
2025-10-14,5,ZREN,114490
2025-10-15,3,ZREN,119493
2025-10-15,7,ZREN,121909
2025-10-15,7,ZREN,109891
2025-10-15,2,ZREN,115728
2025-10-16,8,ZREN,110966
2025-10-16,6,ZREN,111916
2025-10-17,8,ZREN,113308
2025-10-17,6,ZREN,102781
2025-10-17,7,ZREN,114898
2025-10-18,7,ZREN,120795
2025-10-18,7,ZREN,121559
2025-10-18,8,ZREN,100681
2025-10-18,1,ZREN,102018
2025-10-19,7,ZREN,109484
2025-10-20,3,ZREN,116996
2025-10-21,4,ZREN,117097
2025-10-21,6,ZREN,114277
2025-10-21,3,ZREN,112573
2025-10-22,1,ZREN,119162
2025-10-22,7,ZREN,113923
2025-10-22,3,ZREN,121837
2025-10-23,1,ZREN,105286
2025-10-23,8,ZREN,122140
2025-10-23,8,ZREN,101680
2025-10-23,1,ZREN,123927
2025-10-24,1,ZREN,108019
2025-10-25,2,ZREN,107080
2025-10-25,6,ZREN,114123
2025-10-25,2,ZREN,114431
2025-10-26,8,ZREN,121237
2025-10-26,6,ZREN,114013
2025-10-26,1,ZREN,123824
2025-10-27,1,ZREN,108741
2025-10-28,3,ZREN,107645
2025-10-28,8,ZREN,119971
2025-10-29,4,ZREN,101063
2025-10-29,3,ZREN,114800
2025-10-30,5,ZREN,101462
2025-10-30,1,ZREN,100896
2025-10-30,8,ZREN,100335
2025-10-31,2,ZREN,106101
2025-10-31,2,ZREN,115257
2025-11-01,3,ZREN,107081
2025-11-02,2,ZREN,118473
2025-11-03,4,ZREN,110315
2025-11-03,2,ZREN,114704
2025-11-04,1,ZREN,103359
2025-11-04,8,ZREN,121186
2025-11-04,7,ZREN,120596
2025-11-04,1,ZREN,107426
2025-11-05,5,ZREN,110446
2025-11-06,8,ZREN,111167
2025-11-06,3,ZREN,106749
2025-11-06,4,ZREN,122702
2025-11-06,5,ZREN,116180
2025-11-07,2,ZREN,118095
2025-11-07,7,ZREN,107742
2025-11-07,3,ZREN,113984
2025-11-07,1,ZREN,118882
2025-11-08,3,ZREN,124586
2025-11-08,4,ZREN,100420
2025-11-09,4,ZREN,123373
2025-11-09,8,ZREN,107586
2025-11-10,5,ZREN,100506
2025-11-10,5,ZREN,120417
2025-11-10,2,ZREN,110495
2025-11-10,8,ZREN,116729
2025-11-11,5,ZREN,105724
2025-11-11,7,ZREN,109686
2025-11-11,7,ZREN,119941
2025-11-12,8,ZREN,124837
2025-11-13,7,ZREN,100500
2025-11-13,3,ZREN,119731
2025-11-13,1,ZREN,115817
2025-11-13,5,ZREN,119177
2025-11-14,2,ZREN,116169
2025-11-14,7,ZREN,108891
2025-11-14,1,ZREN,110963
2025-11-14,5,ZREN,113143
2025-11-15,8,ZREN,117662
2025-11-16,6,ZREN,100890
2025-11-17,8,ZREN,118415
2025-11-17,8,ZREN,106393
2025-11-18,1,ZREN,115807
2025-11-18,3,ZREN,121605
2025-11-18,6,ZREN,123356
2025-11-19,6,ZREN,107278
2025-11-19,7,ZREN,114871
2025-11-20,3,ZREN,109859
2025-11-21,6,ZREN,105207
2025-11-21,6,ZREN,115889
2025-11-22,3,ZREN,106317
2025-11-22,5,ZREN,119237
2025-11-22,5,ZREN,109133
2025-11-22,7,ZREN,118650
2025-03-01,8,UN5Z,109309
2025-03-02,8,UN5Z,108069
2025-03-02,3,UN5Z,111472
2025-03-02,5,UN5Z,121351
2025-03-02,3,UN5Z,119849
2025-03-03,6,UN5Z,122111
2025-03-03,7,UN5Z,103910
2025-03-03,2,UN5Z,120626
2025-03-04,1,UN5Z,103642
2025-03-05,4,UN5Z,103826
2025-03-05,2,UN5Z,111923
2025-03-06,8,UN5Z,109608
2025-03-07,6,UN5Z,105558
2025-03-07,4,UN5Z,104874
2025-03-07,4,UN5Z,109563
2025-03-07,2,UN5Z,102223
2025-03-08,7,UN5Z,105130
2025-03-08,7,UN5Z,112387
2025-03-09,1,UN5Z,108082
2025-03-10,2,UN5Z,105091
2025-03-10,1,UN5Z,122026
2025-03-10,2,UN5Z,114715
2025-03-11,6,UN5Z,111156
2025-03-11,1,UN5Z,114030
2025-03-11,3,UN5Z,111974
2025-03-11,6,UN5Z,100381
2025-03-12,8,UN5Z,117482
2025-03-13,3,UN5Z,121664
2025-03-13,4,UN5Z,112983
2025-03-13,4,UN5Z,102294
2025-03-13,5,UN5Z,102968
2025-03-14,8,UN5Z,110158
2025-03-14,5,UN5Z,101594
2025-03-14,4,UN5Z,115374
2025-03-14,4,UN5Z,123894
2025-03-15,7,UN5Z,106304
2025-03-15,4,UN5Z,111011
2025-03-16,1,UN5Z,103435
2025-03-17,4,UN5Z,114289
2025-03-18,3,UN5Z,124423
2025-03-19,6,UN5Z,116368
2025-03-20,2,UN5Z,112852
2025-03-20,6,UN5Z,124147
