ID Card,Tipo de Card,Status,SLA Resposta,SLA Resolução,Equipe,Data de Criação,Data de resolução,Data de reabertura,Data prevista para entrega,Data replanejada para entrega,Horas estimadas do projeto,Data da carga
113253,TASK,Done,,,Equipe 1,2025-06-02,2025-06-16,,2025-06-28,,52,2025-06-16
113314,EPIC,Done,,,Equipe 1,2025-05-18,2025-06-15,,2025-06-07,,,2025-06-15
116428,BUG SUBTASK,Done,,,Equipe 2,2025-07-07,2025-07-19,,2025-07-21,,,2025-07-19
122879,BUG SUBTASK,Canceled,,,Equipe 1,2025-06-07,2025-06-22,,2025-06-28,,,2025-06-22
107925,SUBTASK,Done,,,Equipe 1,2025-08-08,2025-09-02,,2025-09-06,,,2025-09-02
110866,TASK,Done,,,Equipe 1,2025-08-25,2025-09-15,,2025-09-07,,32,2025-09-15
123059,TASK,Done,,,Equipe 2,2025-01-07,2025-01-22,,2025-01-25,,156,2025-01-22
108965,EPIC,Done,,,Equipe 2,2025-06-07,2025-06-22,,2025-06-26,,,2025-06-22
122412,SUBTASK,Done,,,Equipe 2,2025-06-02,2025-06-21,,2025-06-22,,,2025-06-21
109989,TASK,Done,,,Equipe 1,2025-01-10,2025-01-23,,2025-02-06,,84,2025-01-23
121199,BUG SUBTASK,Done,,,Equipe 1,2025-03-06,2025-03-21,,2025-03-16,,,2025-03-21
113045,SUBTASK,Done,,,Equipe 2,2025-04-20,2025-05-18,,2025-05-18,2025-06-04,,2025-05-18
116712,BUG SUBTASK,Done,,,Equipe 1,2025-07-08,2025-07-21,,2025-07-25,,,2025-07-21
116991,SUBTASK,Done,,,Equipe 1,2025-01-30,2025-02-28,,2025-03-01,,,2025-02-28
120063,BUG SUBTASK,Done,,,Equipe 1,2025-09-08,2025-09-29,,2025-10-06,,,2025-09-29
111618,EPIC,Done,,,Equipe 1,2025-05-24,2025-06-12,,2025-06-18,,,2025-06-12
103348,BUG SUBTASK,Done,,,Equipe 2,2025-11-19,2025-11-30,,2025-12-10,,,2025-11-30
105956,EPIC,Done,,,Equipe 1,2025-02-03,2025-03-02,,2025-03-02,,,2025-03-02
102014,BUG SUBTASK,Canceled,,,Equipe 1,2025-09-23,2025-10-22,,2025-10-14,,,2025-10-22
101337,SUBTASK,Done,,,Equipe 1,2025-06-07,2025-06-21,,2025-06-23,2025-07-03,,2025-06-21
105944,EPIC,Done,,,Equipe 1,2025-12-23,2026-01-11,,2026-01-22,,,2026-01-11
110901,TASK,Canceled,,,Equipe 1,2025-07-22,2025-08-14,,2025-08-01,,20,2025-08-14
119166,BUG SUBTASK,Done,,,Equipe 1,2025-01-01,2025-01-12,,2025-01-26,,,2025-01-12
100328,SUBTASK,Done,,,Equipe 1,2025-03-22,2025-04-04,,2025-04-11,,,2025-04-04
100038,BUG SUBTASK,Done,,,Equipe 4,2025-01-24,2025-02-15,,2025-02-03,,,2025-02-15
122603,SUBTASK,Done,,,Equipe 1,2025-07-21,2025-08-08,,2025-08-06,,,2025-08-08
119658,SUBTASK,Canceled,,,Equipe 1,2025-09-14,2025-10-08,,2025-10-04,,,2025-10-08
106216,SUBTASK,Triage,,,Equipe 2,2025-09-05,,,2025-10-01,,,2025-09-05
122774,INICIATIVE,Done,,,Equipe 1,2025-03-13,2025-03-29,,2025-04-02,,,2025-03-29
113299,SUBTASK,Done,,,Equipe 1,2025-08-28,2025-09-25,,2025-09-18,,,2025-09-25
113548,BUG,Done,MET,MET,Equipe 1,2025-03-11,2025-03-21,,2025-03-24,,80,2025-03-21
109348,INICIATIVE,Done,,,Equipe 2,2025-10-14,2025-11-02,,2025-10-24,2025-11-18,,2025-11-02
106898,EPIC,Done,,,Equipe 1,2025-12-08,2025-12-28,,2026-01-07,2026-02-05,,2025-12-28
110158,EPIC,Done,,,Equipe 3,2025-09-19,2025-10-03,,2025-10-03,,,2025-10-03
108053,BUG,Canceled,MET,MET,Equipe 1,2025-04-09,2025-04-21,,2025-05-09,,108,2025-04-21
110825,INICIATIVE,Done,,,Equipe 1,2025-05-05,2025-05-18,,2025-05-31,,,2025-05-18
123922,BUG SUBTASK,Canceled,,,Equipe 1,2025-01-29,2025-02-27,,2025-02-25,,,2025-02-27
111194,BUG SUBTASK,Canceled,,,Equipe 1,2025-01-13,2025-01-28,,2025-02-10,,,2025-01-28
101245,TASK,Done,,,Equipe 5,2025-06-14,2025-07-09,,2025-07-10,,92,2025-07-09
108345,SUBTASK,Done,,,Equipe 1,2025-08-26,2025-09-20,,2025-09-12,,,2025-09-20
109346,SUBTASK,Done,,,Equipe 1,2025-06-05,2025-06-19,,2025-06-30,,,2025-06-19
119980,EPIC,Canceled,,,Equipe 1,2025-03-26,2025-04-20,,2025-04-10,,,2025-04-20
106616,BUG SUBTASK,Done,,,Equipe 1,2025-01-26,2025-02-12,,2025-02-19,,,2025-02-12
100307,SUBTASK,Done,,,Equipe 1,2025-08-22,2025-09-21,,2025-09-11,,,2025-09-21
108689,SUBTASK,Done,,,Equipe 1,2025-09-06,2025-09-27,,2025-10-01,,,2025-09-27
100501,BUG SUBTASK,Done,,,Equipe 1,2025-06-13,2025-06-27,,2025-06-29,,,2025-06-27
120339,BUG,Done,MET,MET,Equipe 1,2025-08-03,2025-08-25,,2025-08-18,,88,2025-08-25
102819,SUBTASK,For Technical Analysis,,,Equipe 1,2025-10-26,,,2025-11-16,,,2025-10-26
122091,SUBTASK,Done,,,Equipe 1,2025-05-21,2025-06-16,,2025-06-05,,,2025-06-16
122277,BUG,Done,MET,MET,Equipe 1,2025-01-05,2025-02-01,,2025-01-22,2025-02-12,16,2025-02-01
102444,BUG SUBTASK,Canceled,,,Equipe 1,2025-05-27,2025-06-14,,2025-06-14,,,2025-06-14
118007,TASK,Done,,,Equipe 1,2025-04-10,2025-05-08,,2025-04-25,,36,2025-05-08
102809,BUG SUBTASK,Done,,,Equipe 1,2025-10-13,2025-11-10,,2025-11-10,,,2025-11-10
110753,BUG SUBTASK,Done,,,Equipe 1,2025-12-15,2026-01-14,,2026-01-14,,,2026-01-14
114538,TASK,Done,,,Equipe 2,2025-06-09,2025-07-05,,2025-07-03,,48,2025-07-05
103271,SUBTASK,Done,,,Equipe 1,2025-05-30,2025-06-24,,2025-06-26,,,2025-06-24
117313,SUBTASK,Done,,,Equipe 1,2025-05-12,2025-06-04,,2025-06-11,,,2025-06-04
116549,TASK,Done,,,Equipe 1,2025-06-22,2025-07-17,,2025-07-05,,148,2025-07-17
120436,BUG,Canceled,MET,MET,Equipe 1,2025-05-27,2025-06-11,,2025-06-21,,132,2025-06-11
121229,BUG SUBTASK,Done,,,Equipe 6,2025-05-03,2025-05-27,,2025-05-23,,,2025-05-27
113477,SUBTASK,Done,,,Equipe 1,2025-09-04,2025-10-01,,2025-09-25,,,2025-10-01
118734,SUBTASK,Done,,,Equipe 1,2025-01-23,2025-02-08,,2025-02-02,,,2025-02-08
119645,SUBTASK,Done,,,Equipe 2,2025-06-18,2025-07-04,,2025-07-06,,,2025-07-04
122236,BUG,Done,MET,MET,Equipe 1,2025-04-23,2025-05-05,,2025-05-16,,44,2025-05-05
105159,BUG SUBTASK,Done,,,Equipe 1,2025-02-11,2025-03-12,,2025-02-24,,,2025-03-12
107787,SUBTASK,Done,,,Equipe 1,2025-09-15,2025-10-06,,2025-09-30,,,2025-10-06
120884,EPIC,Done,,,Equipe 3,2025-08-07,2025-09-03,,2025-08-23,,,2025-09-03
109413,SUBTASK,Done,,,Equipe 1,2025-06-11,2025-07-07,,2025-06-24,,,2025-07-07
101227,BUG SUBTASK,Done,,,Equipe 1,2025-06-05,2025-06-26,,2025-06-15,,,2025-06-26
114888,BUG SUBTASK,Done,,,Equipe 1,2025-10-21,2025-11-17,,2025-11-07,,,2025-11-17
113125,TASK,Done,,,Equipe 1,2025-08-21,2025-09-03,,2025-09-02,,132,2025-09-03
112360,TASK,Done,,,Equipe 1,2025-02-07,2025-02-27,,2025-03-07,,16,2025-02-27
107026,BUG SUBTASK,Done,,,Equipe 1,2025-05-15,2025-06-06,,2025-05-25,,,2025-06-06
121635,BUG,Done,MET,MET,Equipe 1,2025-09-17,2025-10-01,,2025-09-28,,140,2025-10-01
110525,EPIC,Done,,,Equipe 1,2025-02-10,2025-03-10,,2025-02-21,,,2025-03-10
101556,SUBTASK,Done,,,Equipe 1,2025-07-29,2025-08-18,,2025-08-21,,,2025-08-18
101875,SUBTASK,Canceled,,,Equipe 1,2025-03-09,2025-03-26,,2025-03-28,,,2025-03-26
100235,SUBTASK,Done,,,Equipe 1,2025-11-09,2025-12-01,,2025-12-06,,,2025-12-01
123165,BUG SUBTASK,Done,,,Equipe 2,2025-01-13,2025-02-05,,2025-01-29,,,2025-02-05
111108,SUBTASK,Done,,,Equipe 1,2025-06-03,2025-06-14,,2025-07-03,,,2025-06-14
105989,BUG SUBTASK,Done,,,Equipe 1,2025-05-09,2025-05-29,,2025-05-25,,,2025-05-29
121461,EPIC,Done,,,Equipe 3,2025-05-08,2025-06-07,,2025-05-19,,,2025-06-07
114722,SUBTASK,Done,,,Equipe 1,2025-05-11,2025-06-06,,2025-06-05,,,2025-06-06
110841,SUBTASK,Done,,,Equipe 1,2025-06-04,2025-07-02,,2025-06-30,,,2025-07-02
120397,BUG SUBTASK,Done,,,Equipe 2,2025-08-04,2025-08-27,,2025-08-24,,,2025-08-27
102167,INICIATIVE,Done,,,Equipe 1,2025-07-07,2025-08-04,,2025-07-28,,,2025-08-04
109497,TASK,Done,,,Equipe 1,2025-08-30,2025-09-23,,2025-09-29,,72,2025-09-23
115931,INICIATIVE,Canceled,,,Equipe 1,2025-05-17,2025-06-05,,2025-05-27,,,2025-06-05
110553,TASK,Done,,,Equipe 1,2025-08-16,2025-09-13,,2025-08-29,,152,2025-09-13
111876,SUBTASK,Done,,,Equipe 1,2025-09-10,2025-10-02,,2025-09-20,,,2025-10-02
104538,BUG,Done,MET,MET,Equipe 1,2025-04-15,2025-05-15,,2025-05-04,,32,2025-05-15
108718,BUG SUBTASK,Done,,,Equipe 1,2025-07-19,2025-08-02,,2025-08-05,,,2025-08-02
121652,SUBTASK,Done,,,Equipe 2,2025-06-01,2025-06-25,,2025-06-21,,,2025-06-25
118038,BUG SUBTASK,Canceled,,,Equipe 1,2025-11-16,2025-12-04,,2025-12-13,,,2025-12-04
113876,TASK,Done,,,Equipe 1,2025-06-14,2025-07-04,,2025-07-11,,156,2025-07-04
104933,SUBTASK,Canceled,,,Equipe 1,2025-09-25,2025-10-06,,2025-10-08,,,2025-10-06
103879,SUBTASK,Done,,,Equipe 1,2025-09-15,2025-10-12,,2025-10-11,,,2025-10-12
104183,SUBTASK,Canceled,,,Equipe 1,2025-03-12,2025-03-30,,2025-03-31,,,2025-03-30
105646,EPIC,Done,,,Equipe 1,2025-10-01,2025-10-19,,2025-10-19,,,2025-10-19
121239,BUG SUBTASK,Triage,,,Equipe 2,2025-02-23,,,2025-03-24,,,2025-02-23
117870,BUG SUBTASK,Done,,,Equipe 1,2025-07-27,2025-08-10,,2025-08-12,,,2025-08-10
123032,TASK,Done,,,Equipe 4,2025-09-04,2025-10-03,,2025-09-21,,32,2025-10-03
117854,TASK,Done,,,Equipe 2,2025-08-16,2025-09-04,,2025-09-02,,104,2025-09-04
120554,BUG,Done,MET,MET,Equipe 1,2025-08-17,2025-09-04,,2025-08-27,,68,2025-09-04
107696,SUBTASK,Done,,,Equipe 1,2025-08-28,2025-09-11,,2025-09-09,,,2025-09-11
107939,TASK,Done,,,Equipe 1,2025-03-22,2025-04-20,,2025-04-19,,8,2025-04-20
119552,SUBTASK,Done,,,Equipe 1,2025-06-10,2025-07-08,,2025-06-30,,,2025-07-08
111225,SUBTASK,Canceled,,,Equipe 1,2025-09-19,2025-10-11,,2025-10-03,,,2025-10-11
111504,SUBTASK,Done,,,Equipe 2,2025-08-08,2025-09-03,,2025-08-29,,,2025-09-03
102516,BUG SUBTASK,Done,,,Equipe 1,2025-12-22,2026-01-05,,2026-01-02,,,2026-01-05
119547,EPIC,Done,,,Equipe 1,2025-08-06,2025-08-19,,2025-09-01,,,2025-08-19
104877,TASK,Canceled,,,Equipe 2,2025-05-11,2025-05-31,,2025-05-27,,108,2025-05-31
121981,BUG,Done,MET,MET,Equipe 1,2025-08-26,2025-09-22,,2025-09-18,,76,2025-09-22
120366,SUBTASK,Done,,,Equipe 1,2025-03-15,2025-03-31,,2025-04-07,,,2025-03-31
124739,BUG,Done,MET,MET,Equipe 1,2025-09-10,2025-09-25,,2025-10-10,,32,2025-09-25
117620,SUBTASK,Done,,,Equipe 12,2025-10-13,2025-11-03,,2025-10-27,,,2025-11-03
119783,BUG,Done,MET,MET,Equipe 1,2025-09-02,2025-09-29,,2025-09-22,,148,2025-09-29
100079,BUG SUBTASK,Done,,,Equipe 1,2025-04-25,2025-05-17,,2025-05-19,,,2025-05-17
113014,SUBTASK,Done,,,Equipe 4,2025-12-08,2025-12-29,,2025-12-24,,,2025-12-29
102932,TASK,Done,,,Equipe 1,2025-06-26,2025-07-25,,2025-07-12,,40,2025-07-25
114319,SUBTASK,Canceled,,,Equipe 1,2025-06-30,2025-07-30,,2025-07-22,,,2025-07-30
100525,INICIATIVE,Done,,,Equipe 1,2025-06-02,2025-06-24,,2025-06-20,,,2025-06-24
119557,SUBTASK,Done,,,Equipe 1,2025-12-31,2026-01-11,,2026-01-20,,,2026-01-11
115293,BUG,Done,MET,MET,Equipe 1,2025-02-16,2025-02-26,,2025-03-15,,144,2025-02-26
109443,SUBTASK,Done,,,Equipe 6,2025-05-21,2025-06-01,,2025-06-04,,,2025-06-01
100348,BUG SUBTASK,Done,,,Equipe 2,2025-09-11,2025-10-08,,2025-09-24,,,2025-10-08
113700,SUBTASK,Done,,,Equipe 1,2025-07-27,2025-08-06,,2025-08-22,,,2025-08-06
107581,SUBTASK,Done,,,Equipe 1,2025-06-20,2025-07-14,,2025-07-15,,,2025-07-14
124253,BUG SUBTASK,Done,,,Equipe 1,2025-05-15,2025-05-28,,2025-06-10,,,2025-05-28
103854,SUBTASK,Done,,,Equipe 1,2025-06-03,2025-07-03,,2025-06-25,,,2025-07-03
123372,BUG,Done,MET,MET,Equipe 1,2025-05-24,2025-06-03,,2025-06-13,,132,2025-06-03
122518,BUG,Done,MET,MET,Equipe 1,2025-09-04,2025-09-16,,2025-09-28,2025-10-22,132,2025-09-16
109379,SUBTASK,Canceled,,,Equipe 1,2025-04-07,2025-04-19,,2025-05-03,,,2025-04-19
102019,SUBTASK,Done,,,Equipe 2,2025-03-19,2025-03-30,,2025-04-04,,,2025-03-30
114629,BUG SUBTASK,Done,,,Equipe 1,2025-09-13,2025-10-13,,2025-10-01,,,2025-10-13
103083,BUG SUBTASK,Done,,,Equipe 1,2025-06-09,2025-07-08,,2025-06-28,,,2025-07-08
115805,TASK,Done,,,Equipe 20,2025-07-06,2025-07-25,,2025-07-16,,16,2025-07-25
102872,SUBTASK,Done,,,Equipe 1,2025-08-08,2025-08-27,,2025-09-05,,,2025-08-27
103742,BUG,Done,MET,MET,Equipe 6,2025-08-03,2025-08-21,,2025-08-20,,116,2025-08-21
111742,SUBTASK,Done,,,Equipe 4,2025-03-13,2025-03-28,,2025-04-09,,,2025-03-28
119626,BUG,Done,MET,MET,Equipe 1,2025-04-24,2025-05-16,,2025-05-10,,104,2025-05-16
109390,SUBTASK,Done,,,Equipe 1,2025-10-31,2025-11-29,,2025-11-20,,,2025-11-29
109073,SUBTASK,Done,,,Equipe 1,2025-11-06,2025-11-17,,2025-11-20,,,2025-11-17
123515,SUBTASK,Done,,,Equipe 4,2025-06-06,2025-06-23,,2025-06-20,,,2025-06-23
103703,SUBTASK,Canceled,,,Equipe 18,2025-07-04,2025-07-26,,2025-07-20,,,2025-07-26
120746,EPIC,Done,,,Equipe 3,2025-02-25,2025-03-09,,2025-03-07,,,2025-03-09
103885,TASK,Done,,,Equipe 1,2025-09-01,2025-09-18,,2025-09-11,,16,2025-09-18
112119,BUG,Done,EXCEEDED,MET,Equipe 2,2025-03-12,2025-04-02,,2025-04-06,,120,2025-04-02
119250,EPIC,Done,,,Equipe 1,2025-05-26,2025-06-14,,2025-06-08,,,2025-06-14
115628,BUG SUBTASK,Done,,,Equipe 1,2025-06-28,2025-07-08,,2025-07-12,,,2025-07-08
119074,SUBTASK,Done,,,Equipe 3,2025-07-27,2025-08-07,,2025-08-13,,,2025-08-07
116185,BUG,Done,MET,MET,Equipe 1,2025-08-25,2025-09-20,,2025-09-21,,116,2025-09-20
104205,SUBTASK,Done,,,Equipe 1,2025-06-12,2025-07-01,,2025-07-10,,,2025-07-01
119602,EPIC,For Technical Analysis,,,Equipe 1,2025-02-27,,,2025-03-28,,,2025-02-27
124795,INICIATIVE,Canceled,,,Equipe 1,2025-05-10,2025-05-25,,2025-06-06,,,2025-05-25
120677,SUBTASK,Done,,,Equipe 2,2025-09-21,2025-10-17,,2025-10-18,,,2025-10-17
102331,TASK,Done,,,Equipe 4,2025-12-03,2025-12-28,,2025-12-16,,32,2025-12-28
113858,INICIATIVE,Canceled,,,Equipe 1,2025-09-08,2025-09-21,,2025-10-08,,,2025-09-21
106507,SUBTASK,Done,,,Equipe 1,2025-07-29,2025-08-21,,2025-08-14,,,2025-08-21
109025,SUBTASK,Done,,,Equipe 2,2025-08-16,2025-09-05,,2025-09-13,,,2025-09-05
100891,BUG SUBTASK,Done,,,Equipe 1,2025-01-10,2025-02-05,,2025-01-29,,,2025-02-05
114375,SUBTASK,Done,,,Equipe 1,2025-05-19,2025-05-31,,2025-06-10,,,2025-05-31
113998,SUBTASK,Done,,,Equipe 1,2025-08-07,2025-08-18,,2025-09-02,,,2025-08-18
110067,BUG,Done,MET,MET,Equipe 1,2025-07-04,2025-07-21,,2025-07-31,,24,2025-07-21
115731,TASK,Canceled,,,Equipe 1,2025-02-01,2025-02-14,,2025-02-28,,92,2025-02-14
115099,SUBTASK,Done,,,Equipe 2,2025-10-10,2025-10-26,,2025-10-30,,,2025-10-26
112663,SUBTASK,Done,,,Equipe 1,2025-03-02,2025-03-17,,2025-03-30,,,2025-03-17
108106,SUBTASK,Done,,,Equipe 1,2025-11-05,2025-11-25,,2025-11-26,,,2025-11-25
104455,BUG SUBTASK,Done,,,Equipe 1,2025-04-30,2025-05-15,,2025-05-23,,,2025-05-15
114250,SUBTASK,Done,,,Equipe 1,2025-05-19,2025-06-15,,2025-06-17,,,2025-06-15
103019,SUBTASK,Canceled,,,Equipe 1,2025-06-11,2025-06-23,,2025-06-21,,,2025-06-23
118768,SUBTASK,Done,,,Equipe 1,2025-02-19,2025-03-16,,2025-03-10,,,2025-03-16
104189,INICIATIVE,Done,,,Equipe 1,2025-12-23,2026-01-11,,2026-01-16,,,2026-01-11
107810,TASK,Done,,,Equipe 2,2025-03-30,2025-04-16,,2025-04-27,,64,2025-04-16
122244,BUG,Done,MET,MET,Equipe 3,2025-07-08,2025-08-06,,2025-07-22,,140,2025-08-06
108403,BUG,Done,MET,EXCEEDED,Equipe 6,2025-04-20,2025-04-30,,2025-05-16,2025-06-11,28,2025-04-30
102973,TASK,Done,,,Equipe 1,2025-11-15,2025-11-28,,2025-11-28,,8,2025-11-28
116210,EPIC,Done,,,Equipe 1,2025-12-03,2025-12-17,,2025-12-18,,,2025-12-17
101941,SUBTASK,Canceled,,,Equipe 2,2025-11-28,2025-12-09,,2025-12-18,,,2025-12-09
112971,SUBTASK,Done,,,Equipe 1,2025-06-02,2025-06-27,,2025-06-17,,,2025-06-27
104436,SUBTASK,Done,,,Equipe 1,2025-07-12,2025-07-29,,2025-07-22,,,2025-07-29
117508,TASK,Done,,,Equipe 2,2025-04-02,2025-04-20,,2025-04-12,,128,2025-04-20
121472,SUBTASK,Canceled,,,Equipe 1,2025-08-29,2025-09-23,,2025-09-27,,,2025-09-23
106973,BUG SUBTASK,Done,,,Equipe 2,2025-05-09,2025-06-08,,2025-05-22,,,2025-06-08
119737,BUG,Canceled,MET,MET,Equipe 1,2025-06-30,2025-07-30,,2025-07-11,,52,2025-07-30
104869,INICIATIVE,Done,,,Equipe 1,2025-09-11,2025-10-03,,2025-10-07,,,2025-10-03
117184,BUG,Done,EXCEEDED,MET,Equipe 1,2025-05-03,2025-05-31,,2025-05-21,,160,2025-05-31
121535,SUBTASK,Done,,,Equipe 5,2025-09-26,2025-10-07,,2025-10-17,,,2025-10-07
107131,BUG,Done,MET,EXCEEDED,Equipe 1,2025-06-08,2025-06-23,,2025-06-27,,84,2025-06-23
114509,BUG SUBTASK,Done,,,Equipe 1,2025-07-19,2025-08-10,,2025-08-04,,,2025-08-10
120236,TASK,Done,,,Equipe 5,2025-02-11,2025-03-09,,2025-03-03,,88,2025-03-09
109589,TASK,Done,,,Equipe 1,2025-07-18,2025-08-07,,2025-08-05,,60,2025-08-07
113188,TASK,Done,,,Equipe 1,2025-10-09,2025-10-26,,2025-10-22,,148,2025-10-26
104814,SUBTASK,Done,,,Equipe 1,2025-09-25,2025-10-23,,2025-10-10,,,2025-10-23
116192,SUBTASK,Done,,,Equipe 1,2025-09-27,2025-10-20,,2025-10-24,,,2025-10-20
102957,BUG SUBTASK,Done,,,Equipe 6,2025-04-22,2025-05-18,,2025-05-21,,,2025-05-18
105802,BUG SUBTASK,Done,,,Equipe 1,2025-08-14,2025-09-01,,2025-09-04,,,2025-09-01
112224,SUBTASK,Done,,,Equipe 2,2025-07-09,2025-07-21,,2025-07-19,,,2025-07-21
108813,BUG,Done,MET,MET,Equipe 1,2025-06-08,2025-07-08,,2025-07-03,,20,2025-07-08
123392,SUBTASK,Done,,,Equipe 1,2025-04-21,2025-05-16,,2025-05-14,,,2025-05-16
105347,SUBTASK,Done,,,Equipe 1,2025-12-27,2026-01-06,,2026-01-19,,,2026-01-06
105359,SUBTASK,Done,,,Equipe 1,2025-06-23,2025-07-06,,2025-07-21,,,2025-07-06
106979,BUG SUBTASK,Done,,,Equipe 1,2025-03-15,2025-04-05,,2025-04-02,,,2025-04-05
116709,SUBTASK,Done,,,Equipe 1,2025-05-08,2025-06-05,,2025-05-21,,,2025-06-05
106276,BUG SUBTASK,Done,,,Equipe 1,2025-03-27,2025-04-20,,2025-04-09,,,2025-04-20
108182,SUBTASK,For Technical Analysis,,,Equipe 1,2025-11-25,,,2025-12-18,,,2025-11-25
121777,BUG SUBTASK,Done,,,Equipe 1,2025-09-08,2025-09-26,,2025-09-18,,,2025-09-26
104377,TASK,Done,,,Equipe 1,2025-09-09,2025-10-09,,2025-09-29,,60,2025-10-09
116840,BUG SUBTASK,Done,,,Equipe 1,2025-07-19,2025-08-06,2025-09-24,2025-07-29,,,2025-08-06
111967,SUBTASK,Canceled,,,Equipe 1,2025-08-24,2025-09-23,,2025-09-15,,,2025-09-23
124321,SUBTASK,Done,,,Equipe 1,2025-02-24,2025-03-10,,2025-03-08,,,2025-03-10
104665,SUBTASK,Done,,,Equipe 6,2025-01-16,2025-02-09,,2025-02-13,,,2025-02-09
106969,TASK,Done,,,Equipe 1,2025-08-29,2025-09-14,,2025-09-27,,56,2025-09-14
107092,TASK,Done,,,Equipe 1,2025-12-11,2026-01-08,,2025-12-23,,84,2026-01-08
106353,BUG,Done,MET,MET,Equipe 2,2025-05-04,2025-05-25,,2025-05-22,,144,2025-05-25
114877,TASK,Done,,,Equipe 6,2025-07-09,2025-07-30,,2025-07-22,,116,2025-07-30
124140,SUBTASK,Done,,,Equipe 1,2025-04-29,2025-05-18,,2025-05-26,,,2025-05-18
103872,TASK,Done,,,Equipe 2,2025-06-10,2025-07-10,,2025-06-28,,152,2025-07-10
112778,TASK,Done,,,Equipe 1,2025-06-23,2025-07-07,,2025-07-17,,116,2025-07-07
106647,TASK,Done,,,Equipe 1,2025-09-26,2025-10-19,,2025-10-24,,144,2025-10-19
114921,TASK,Done,,,Equipe 3,2025-04-07,2025-04-21,,2025-04-29,,120,2025-04-21
124306,SUBTASK,Canceled,,,Equipe 1,2025-09-12,2025-10-02,,2025-09-24,,,2025-10-02
102928,BUG,Done,MET,MET,Equipe 1,2025-03-13,2025-04-03,,2025-04-11,,72,2025-04-03
106990,BUG SUBTASK,Done,,,Equipe 1,2025-09-10,2025-09-30,,2025-10-07,,,2025-09-30
106890,TASK,Done,,,Equipe 1,2025-07-06,2025-08-03,,2025-07-28,,108,2025-08-03
124132,BUG SUBTASK,Done,,,Equipe 1,2025-03-25,2025-04-13,,2025-04-24,,,2025-04-13
115156,TASK,Done,,,Equipe 3,2025-07-28,2025-08-08,,2025-08-09,,28,2025-08-08
120905,SUBTASK,Done,,,Equipe 1,2025-01-27,2025-02-24,,2025-02-14,,,2025-02-24
107519,SUBTASK,For Technical Analysis,,,Equipe 1,2025-03-19,,,2025-04-06,,,2025-03-19
117574,SUBTASK,Done,,,Equipe 2,2025-06-16,2025-07-16,,2025-07-02,,,2025-07-16
120589,SUBTASK,Done,,,Equipe 1,2025-04-14,2025-05-03,,2025-04-24,,,2025-05-03
115467,BUG SUBTASK,Canceled,,,Equipe 3,2025-07-02,2025-08-01,,2025-07-14,,,2025-08-01
101325,BUG,Done,MET,EXCEEDED,Equipe 1,2025-05-16,2025-05-28,,2025-06-10,,84,2025-05-28
123655,SUBTASK,Done,,,Equipe 1,2025-10-13,2025-11-07,,2025-11-06,2025-11-28,,2025-11-07
112267,BUG,Canceled,MET,MET,Equipe 1,2025-05-10,2025-05-21,,2025-06-02,,44,2025-05-21
104013,BUG SUBTASK,Done,,,Equipe 1,2025-09-22,2025-10-06,,2025-10-06,,,2025-10-06
115436,SUBTASK,Done,,,Equipe 2,2025-05-24,2025-06-11,,2025-06-15,,,2025-06-11
115269,BUG SUBTASK,Done,,,Equipe 1,2025-05-05,2025-05-23,,2025-06-02,,,2025-05-23
105629,SUBTASK,Done,,,Equipe 1,2025-09-17,2025-10-04,,2025-10-11,,,2025-10-04
102155,SUBTASK,Done,,,Equipe 1,2025-03-06,2025-03-30,,2025-03-23,,,2025-03-30
105779,SUBTASK,Done,,,Equipe 1,2025-05-13,2025-06-01,,2025-05-27,,,2025-06-01
104149,SUBTASK,Done,,,Equipe 4,2025-06-17,2025-07-16,,2025-07-01,,,2025-07-16
103297,BUG,Done,MET,EXCEEDED,Equipe 1,2025-05-11,2025-05-31,,2025-06-08,,84,2025-05-31
104107,BUG,In Development,IN PROGRESS,IN PROGRESS,Equipe 1,2025-05-01,,,2025-05-15,,76,2025-05-01
106208,EPIC,Done,,,Equipe 1,2025-12-25,2026-01-22,,2026-01-23,,,2026-01-22
122666,TASK,Done,,,Equipe 1,2025-07-17,2025-08-07,,2025-08-15,,156,2025-08-07
116224,BUG,Canceled,MET,MET,Equipe 3,2025-07-09,2025-07-29,,2025-07-25,,20,2025-07-29
118834,SUBTASK,Done,,,Equipe 1,2025-09-28,2025-10-19,,2025-10-09,,,2025-10-19
113709,SUBTASK,Canceled,,,Equipe 1,2025-06-12,2025-06-27,,2025-06-24,,,2025-06-27
107055,INICIATIVE,Done,,,Equipe 1,2025-06-14,2025-07-13,,2025-06-29,,,2025-07-13
120220,SUBTASK,Done,,,Equipe 2,2025-06-13,2025-07-04,,2025-06-29,,,2025-07-04
122404,BUG,Done,MET,MET,Equipe 1,2025-06-06,2025-07-02,,2025-07-04,,56,2025-07-02
110971,SUBTASK,Done,,,Equipe 1,2025-02-28,2025-03-18,,2025-03-30,,,2025-03-18
104926,TASK,Done,,,Equipe 1,2025-11-14,2025-11-25,,2025-12-08,,32,2025-11-25
105070,TASK,Done,,,Equipe 2,2025-05-03,2025-05-25,,2025-05-14,,44,2025-05-25
121689,SUBTASK,Canceled,,,Equipe 2,2025-07-14,2025-08-01,,2025-08-01,,,2025-08-01
122519,BUG SUBTASK,Done,,,Equipe 2,2025-08-26,2025-09-05,,2025-09-09,,,2025-09-05
